age,gender,income,usage_gb,complaints,tenure_months,plan_type,churn
40.0,male,54686,26.0,6,32,Postpaid,1
20.0,female,27322,33.0,6,15,Postpaid,0
30.0,male,51787,91.0,6,40,Prepaid,1
51.0,female,51298,86.0,2,22,Prepaid,0
40.0,male,41833,6.0,8,46,Prepaid,0
79.0,female,58014,9.0,1,55,Postpaid,0
47.0,female,39352,10.0,4,51,Postpaid,1
77.0,male,40027,46.0,3,38,Prepaid,0
58.0,male,80502,57.0,7,43,Prepaid,0
20.0,female,32653,35.0,2,51,Postpaid,0
30.0,female,39611,2.0,2,58,Prepaid,0
61.0,male,22618,20.0,8,43,Postpaid,1
51.0,male,72832,61.0,4,54,Postpaid,0
36.0,male,73552,37.0,7,57,Postpaid,0
50.0,female,71029,13.0,8,11,Postpaid,1
73.0,female,25145,65.0,8,30,Prepaid,1
42.0,male,50642,61.0,3,22,Prepaid,0
20.0,male,36291,49.0,1,57,Postpaid,0
37.0,male,78733,94.0,9,44,Prepaid,1
76.0,male,40321,84.0,3,53,Postpaid,0
65.0,female,47435,4.0,7,21,Prepaid,0
69.0,female,50893,90.0,7,50,Postpaid,1
74.0,female,78470,5.0,4,5,Postpaid,0
25.0,male,73231,48.0,1,56,Prepaid,0
35.0,male,83798,90.0,4,14,Prepaid,0
21.0,male,48515,98.0,1,32,Postpaid,0
18.0,male,83764,3.0,3,43,Postpaid,0
69.0,female,88398,8.0,3,44,Postpaid,1
76.0,male,57151,24.0,5,13,Postpaid,0
27.0,female,71180,28.0,1,33,Prepaid,0
62.0,male,91860,28.0,8,32,Prepaid,1
51.0,female,85463,42.0,0,46,Postpaid,0
22.0,male,34879,32.0,9,19,Prepaid,1
74.0,male,74471,58.0,3,46,Prepaid,0
72.0,male,50136,85.0,4,37,Prepaid,0
53.0,female,23376,55.0,8,45,Postpaid,0
61.0,female,43460,33.0,6,52,Prepaid,0
42.0,female,98013,57.0,0,26,Prepaid,0
67.0,female,96210,62.0,6,26,Prepaid,0
45.0,male,80792,89.0,5,47,Postpaid,1
79.0,male,99132,94.0,9,47,Postpaid,0
21.0,male,61544,28.0,5,52,Prepaid,0
28.0,male,78180,91.0,9,33,Prepaid,1
78.0,male,24870,81.0,5,38,Prepaid,0
35.0,male,36888,13.0,1,4,Prepaid,0
37.0,female,25541,56.0,5,27,Prepaid,1
67.0,male,94380,16.0,9,15,Prepaid,0
29.0,male,65289,49.0,0,51,Postpaid,0
49.0,male,93934,5.0,3,8,Prepaid,0
35.0,female,47457,30.0,0,46,Prepaid,0
30.0,female,46310,59.0,8,50,Prepaid,0
77.0,female,70827,31.0,5,28,Prepaid,0
30.0,male,61111,1.0,7,40,Prepaid,0
23.0,male,43518,39.0,9,35,Prepaid,1
59.0,male,38582,54.0,8,41,Prepaid,1
71.0,female,56156,76.0,4,41,Postpaid,0
25.0,male,16798,14.0,9,15,Prepaid,1
61.0,male,26916,48.0,4,41,Prepaid,0
51.0,male,13938,20.0,9,54,Postpaid,0
69.0,male,23968,16.0,9,19,Postpaid,1
25.0,male,27879,13.0,2,19,Prepaid,0
78.0,female,16808,76.0,7,18,Prepaid,0
56.0,female,14990,92.0,6,54,Prepaid,0
70.0,male,83767,66.0,7,53,Prepaid,0
40.0,male,26440,38.0,1,21,Postpaid,0
76.0,female,59984,94.0,5,56,Prepaid,0
56.0,female,18869,50.0,1,45,Prepaid,0
25.0,female,95242,53.0,8,24,Postpaid,1
75.0,female,31507,63.0,8,49,Postpaid,0
67.0,male,77453,65.0,5,54,Prepaid,0
36.0,male,67706,49.0,1,52,Postpaid,0
51.0,male,79188,48.0,6,28,Postpaid,1
42.0,male,66623,32.0,4,13,Prepaid,1
51.0,male,55815,68.0,7,10,Prepaid,0
77.0,male,79491,67.0,0,49,Postpaid,0
73.0,female,83390,44.0,4,44,Postpaid,0
31.0,female,44193,71.0,3,42,Postpaid,0
78.0,female,94785,14.0,9,3,Prepaid,1
45.0,male,98874,42.0,2,57,Postpaid,0
61.0,male,74956,98.0,9,7,Prepaid,1
65.0,female,93605,73.0,9,35,Prepaid,0
47.0,female,19503,72.0,5,56,Postpaid,1
46.0,female,58629,86.0,1,15,Postpaid,0
46.0,female,68591,61.0,2,31,Postpaid,0
71.0,male,93494,66.0,0,50,Postpaid,0
41.0,female,20838,48.0,7,16,Postpaid,0
35.0,male,82546,82.0,7,7,Prepaid,0
40.0,male,16950,71.0,3,29,Postpaid,0
30.0,female,42229,52.0,7,47,Postpaid,0
42.0,male,72361,13.0,5,35,Prepaid,0
25.0,male,36188,80.0,8,27,Prepaid,1
23.0,male,85130,33.0,0,38,Postpaid,0
62.0,male,93746,36.0,1,4,Prepaid,0
22.0,male,24295,13.0,8,21,Prepaid,0
53.0,male,33227,22.0,3,52,Postpaid,0
66.0,male,16673,13.0,9,23,Postpaid,1
62.0,female,73908,10.0,8,57,Postpaid,0
45.0,male,89787,3.0,0,33,Postpaid,0
30.0,female,64146,30.0,4,56,Prepaid,0
75.0,male,21898,75.0,7,37,Prepaid,0
69.0,female,25636,86.0,1,25,Postpaid,0
55.0,male,13157,23.0,8,55,Postpaid,1
23.0,male,54099,42.0,0,16,Prepaid,0
20.0,male,74894,83.0,1,24,Postpaid,0
37.0,female,23501,70.0,5,43,Prepaid,0
27.0,female,86294,90.0,2,52,Prepaid,0
71.0,female,32742,42.0,6,12,Postpaid,1
30.0,female,56302,17.0,3,59,Prepaid,0
35.0,female,70087,15.0,2,26,Postpaid,0
78.0,male,58593,71.0,8,21,Postpaid,0
68.0,male,53009,3.0,1,8,Postpaid,0
31.0,female,40317,46.0,4,2,Prepaid,1
41.0,female,48701,35.0,1,33,Prepaid,0
49.0,male,31461,91.0,1,36,Prepaid,0
59.0,female,36506,99.0,2,6,Postpaid,0
76.0,female,77970,48.0,2,54,Postpaid,0
72.0,male,89433,58.0,4,33,Prepaid,0
78.0,female,86435,38.0,4,4,Postpaid,0
20.0,female,39785,77.0,1,50,Postpaid,0
32.0,male,38912,30.0,0,12,Postpaid,0
52.0,female,15247,74.0,0,40,Postpaid,0
21.0,female,34643,90.0,6,40,Postpaid,1
40.0,female,62703,17.0,9,48,Postpaid,0
27.0,female,34101,23.0,0,48,Prepaid,0
75.0,female,76012,38.0,0,59,Prepaid,0
21.0,female,14553,82.0,7,6,Prepaid,1
27.0,female,47064,64.0,7,22,Postpaid,0
30.0,male,35296,20.0,7,22,Prepaid,0
27.0,male,54485,37.0,1,23,Prepaid,1
53.0,male,12308,64.0,8,15,Prepaid,1
40.0,male,47689,96.0,6,14,Prepaid,1
74.0,female,80956,45.0,1,57,Postpaid,0
34.0,female,87126,8.0,1,54,Postpaid,0
51.0,male,33033,11.0,6,41,Prepaid,1
58.0,male,48591,3.0,7,33,Postpaid,0
56.0,female,72113,13.0,7,29,Prepaid,1
67.0,male,51735,41.0,5,41,Prepaid,0
30.0,female,58886,28.0,5,51,Postpaid,0
49.0,male,40736,30.0,6,26,Prepaid,1
67.0,male,85371,76.0,1,32,Postpaid,0
71.0,male,66835,48.0,3,54,Postpaid,0
56.0,male,96434,73.0,0,54,Postpaid,0
58.0,female,80183,54.0,8,14,Postpaid,1
71.0,male,43056,21.0,6,15,Postpaid,0
56.0,male,39503,94.0,7,13,Prepaid,1
76.0,male,17950,48.0,4,2,Postpaid,0
25.0,male,66021,83.0,9,41,Postpaid,1
39.0,female,77468,10.0,9,26,Postpaid,1
24.0,female,41879,85.0,6,2,Prepaid,0
23.0,female,11917,71.0,8,13,Postpaid,0
47.0,female,84298,25.0,6,32,Postpaid,1
32.0,male,30066,79.0,7,50,Postpaid,0
43.0,male,62404,74.0,2,40,Prepaid,0
45.0,female,14792,89.0,9,32,Postpaid,0
56.0,female,15648,21.0,1,12,Postpaid,0
76.0,female,90833,88.0,6,18,Prepaid,1
70.0,male,70524,76.0,6,47,Postpaid,0
41.0,female,10476,34.0,0,46,Postpaid,0
38.0,female,19059,35.0,7,52,Postpaid,0
65.0,male,54346,26.0,0,32,Prepaid,0
25.0,male,71232,48.0,5,17,Postpaid,0
51.0,female,48159,89.0,8,30,Prepaid,1
44.0,male,88547,83.0,1,53,Prepaid,0
29.0,female,68747,15.0,3,11,Postpaid,0
56.0,female,65283,13.0,5,50,Prepaid,0
37.0,male,36076,6.0,9,59,Prepaid,1
29.0,male,71375,61.0,3,49,Postpaid,0
58.0,female,88632,32.0,1,39,Postpaid,0
28.0,male,14405,76.0,1,25,Postpaid,0
59.0,female,76091,76.0,1,51,Postpaid,0
28.0,male,89175,20.0,8,10,Prepaid,1
44.0,male,48906,69.0,7,45,Prepaid,1
68.0,female,78931,76.0,4,24,Postpaid,0
32.0,female,42222,98.0,8,30,Postpaid,0
65.0,female,27359,72.0,9,28,Prepaid,0
62.0,female,83429,36.0,8,1,Postpaid,1
73.0,female,38001,99.0,0,59,Prepaid,0
28.0,female,78135,28.0,0,40,Postpaid,0
62.0,female,38384,80.0,7,36,Prepaid,0
76.0,male,45910,38.0,3,6,Prepaid,0
65.0,male,71659,93.0,1,46,Prepaid,1
29.0,female,40723,78.0,6,57,Postpaid,0
68.0,female,82702,60.0,3,49,Postpaid,0
24.0,female,13499,22.0,9,15,Prepaid,1
54.0,female,11050,19.0,5,11,Postpaid,1
48.0,female,17353,94.0,2,22,Postpaid,0
50.0,female,33064,80.0,9,2,Postpaid,1
50.0,male,14852,51.0,6,33,Prepaid,0
19.0,male,44263,87.0,2,28,Prepaid,0
49.0,male,12197,78.0,1,30,Prepaid,0
76.0,female,78064,39.0,5,59,Prepaid,0
45.0,female,23758,82.0,7,39,Prepaid,0
35.0,male,97485,79.0,8,25,Postpaid,0
79.0,male,87142,48.0,1,47,Postpaid,0
24.0,male,72490,2.0,4,22,Prepaid,0
48.0,male,81834,74.0,9,45,Postpaid,0
49.0,male,79748,34.0,6,56,Postpaid,0
47.0,male,86101,37.0,0,54,Postpaid,0
75.0,female,59984,71.0,9,31,Postpaid,1
44.0,female,66142,81.0,6,28,Postpaid,0
78.0,male,52211,9.0,4,24,Postpaid,0
22.0,male,66165,82.0,7,32,Prepaid,1
63.0,female,44323,29.0,6,56,Postpaid,0
54.0,female,21153,57.0,2,52,Postpaid,0
32.0,female,93801,86.0,7,36,Postpaid,0
32.0,female,72906,22.0,2,17,Prepaid,1
62.0,male,73444,22.0,2,23,Postpaid,0
57.0,female,35202,97.0,5,15,Postpaid,1
55.0,female,79375,37.0,0,12,Postpaid,0
21.0,female,56732,94.0,6,1,Postpaid,1
55.0,female,16898,36.0,5,46,Postpaid,0
78.0,male,95925,62.0,7,44,Prepaid,1
19.0,male,99261,51.0,1,11,Prepaid,0
47.0,female,88355,98.0,5,41,Prepaid,0
48.0,male,52746,55.0,4,10,Prepaid,0
73.0,male,30987,50.0,1,17,Postpaid,0
35.0,male,10992,47.0,4,16,Prepaid,0
47.0,female,76298,38.0,9,8,Postpaid,1
62.0,male,90183,44.0,8,44,Postpaid,0
21.0,male,19368,46.0,1,3,Postpaid,0
67.0,female,71592,76.0,8,24,Postpaid,0
68.0,female,12406,5.0,5,29,Postpaid,0
62.0,male,79894,50.0,0,35,Prepaid,0
58.0,female,12535,55.0,9,12,Postpaid,0
64.0,female,97780,75.0,5,28,Postpaid,0
66.0,male,25322,66.0,9,47,Prepaid,0
74.0,male,46026,43.0,0,23,Prepaid,0
44.0,female,72545,11.0,1,57,Postpaid,0
46.0,male,86162,37.0,9,26,Postpaid,0
57.0,male,42697,26.0,2,46,Postpaid,0
29.0,female,98237,21.0,5,7,Postpaid,0
71.0,male,11434,72.0,6,51,Prepaid,0
65.0,male,52425,48.0,9,29,Postpaid,0
57.0,male,98922,79.0,3,59,Postpaid,0
36.0,male,34670,14.0,7,42,Prepaid,1
39.0,male,58004,98.0,7,44,Prepaid,0
44.0,male,50009,47.0,7,9,Postpaid,0
59.0,female,45449,26.0,5,34,Postpaid,0
66.0,female,79098,36.0,0,44,Prepaid,0
59.0,female,56696,84.0,2,48,Postpaid,0
75.0,male,74245,71.0,5,23,Prepaid,1
77.0,male,56797,18.0,4,34,Postpaid,0
61.0,male,99765,99.0,1,11,Postpaid,0
40.0,female,52321,13.0,6,26,Postpaid,0
55.0,female,81647,28.0,4,29,Postpaid,0
44.0,female,65165,73.0,7,2,Postpaid,0
57.0,female,82126,53.0,5,55,Prepaid,1
68.0,female,89706,45.0,3,38,Prepaid,0
40.0,male,30385,92.0,1,11,Prepaid,0
49.0,male,37154,79.0,1,53,Postpaid,0
20.0,female,37140,96.0,5,41,Prepaid,0
63.0,female,53827,28.0,3,41,Prepaid,0
48.0,male,54268,85.0,7,56,Postpaid,0
46.0,male,10327,22.0,6,24,Postpaid,0
51.0,female,90588,80.0,2,21,Prepaid,0
31.0,female,87383,55.0,7,37,Postpaid,0
55.0,female,64094,60.0,5,53,Prepaid,0
64.0,female,37531,12.0,8,48,Prepaid,0
39.0,female,84392,88.0,9,47,Prepaid,1
26.0,female,34416,28.0,9,46,Prepaid,1
41.0,male,37523,60.0,1,3,Prepaid,0
30.0,male,99778,17.0,5,29,Prepaid,1
41.0,female,93152,92.0,0,21,Postpaid,0
56.0,male,62595,32.0,8,22,Postpaid,1
25.0,male,25230,76.0,7,51,Prepaid,0
64.0,female,21073,76.0,2,24,Prepaid,0
31.0,male,96784,55.0,6,50,Prepaid,0
73.0,male,33897,12.0,5,54,Prepaid,0
63.0,male,71331,28.0,5,27,Postpaid,0
34.0,male,41790,61.0,5,11,Prepaid,0
52.0,female,54698,54.0,9,42,Postpaid,0
24.0,female,98745,58.0,7,51,Prepaid,0
24.0,female,63366,25.0,4,24,Prepaid,0
77.0,female,48755,54.0,7,12,Prepaid,0
67.0,female,47409,9.0,1,31,Prepaid,0
27.0,male,30712,48.0,2,58,Postpaid,0
35.0,male,60084,10.0,1,31,Postpaid,0
30.0,male,61275,66.0,8,27,Postpaid,0
42.0,male,18550,57.0,0,26,Prepaid,0
36.0,female,46428,85.0,8,44,Postpaid,1
38.0,male,68031,46.0,8,21,Prepaid,1
50.0,male,14946,17.0,9,44,Prepaid,0
29.0,male,97869,24.0,7,59,Postpaid,1
72.0,male,87482,81.0,4,46,Postpaid,0
63.0,female,67320,95.0,8,55,Postpaid,0
65.0,male,11411,7.0,9,47,Postpaid,0
28.0,male,56619,67.0,8,50,Prepaid,1
61.0,male,90863,48.0,7,3,Postpaid,1
69.0,male,12042,26.0,7,21,Prepaid,0
28.0,female,81267,51.0,6,17,Postpaid,0
64.0,male,85545,93.0,8,51,Prepaid,0
40.0,male,16824,20.0,4,14,Prepaid,0
66.0,male,30734,83.0,5,58,Prepaid,0
47.0,male,75124,9.0,8,42,Postpaid,0
67.0,male,92044,72.0,2,8,Postpaid,0
27.0,female,79384,8.0,7,41,Prepaid,1
42.0,male,57310,7.0,1,21,Postpaid,0
34.0,male,64207,4.0,5,18,Postpaid,0
33.0,male,57223,80.0,0,59,Prepaid,0
37.0,male,61990,57.0,9,47,Postpaid,0
41.0,male,79348,69.0,8,46,Postpaid,1
25.0,female,14471,16.0,2,19,Prepaid,0
61.0,male,28855,92.0,1,40,Postpaid,0
52.0,female,15354,81.0,6,21,Prepaid,0
69.0,female,81668,49.0,9,36,Postpaid,1
61.0,male,75455,89.0,3,24,Postpaid,0
27.0,female,14779,15.0,9,36,Prepaid,1
22.0,male,19500,29.0,4,44,Prepaid,0
44.0,female,33836,5.0,4,19,Prepaid,0
47.0,male,31765,17.0,3,1,Prepaid,0
32.0,male,56742,84.0,2,6,Prepaid,0
66.0,male,54895,41.0,3,54,Postpaid,0
54.0,female,42191,64.0,1,57,Postpaid,0
64.0,female,24774,88.0,3,41,Prepaid,0
24.0,male,68443,76.0,2,7,Postpaid,0
68.0,female,81085,40.0,0,35,Prepaid,0
30.0,female,67626,35.0,3,26,Prepaid,0
45.0,female,82664,11.0,0,15,Prepaid,0
45.0,male,92255,83.0,1,23,Prepaid,0
68.0,female,85792,98.0,7,47,Postpaid,0
35.0,male,68638,50.0,0,59,Postpaid,0
32.0,male,14461,50.0,3,52,Postpaid,0
39.0,male,40109,84.0,6,13,Prepaid,0
40.0,female,48508,34.0,0,30,Postpaid,0
29.0,female,74125,41.0,7,32,Postpaid,1
28.0,female,86222,89.0,0,18,Postpaid,0
32.0,female,67629,38.0,0,26,Prepaid,0
46.0,male,42689,92.0,1,23,Prepaid,0
39.0,male,80895,16.0,8,5,Prepaid,1
42.0,female,72623,50.0,0,25,Prepaid,0
62.0,female,81823,49.0,0,22,Prepaid,0
32.0,male,63032,31.0,9,19,Prepaid,1
74.0,male,68205,96.0,6,37,Postpaid,0
64.0,female,41248,48.0,5,43,Prepaid,1
28.0,male,45985,88.0,0,3,Postpaid,0
37.0,female,34876,22.0,3,21,Prepaid,0
29.0,female,33118,35.0,5,2,Postpaid,1
34.0,male,68746,48.0,5,49,Prepaid,0
40.0,male,44529,56.0,5,55,Postpaid,0
26.0,female,22026,23.0,1,28,Postpaid,0
18.0,male,13155,31.0,9,56,Prepaid,1
45.0,male,87411,62.0,7,38,Prepaid,0
61.0,male,49179,28.0,2,52,Prepaid,0
36.0,female,61879,76.0,9,56,Postpaid,0
71.0,female,91436,48.0,3,35,Prepaid,0
40.0,male,20035,96.0,1,27,Postpaid,0
73.0,female,94364,24.0,8,44,Postpaid,0
32.0,male,73317,84.0,1,11,Postpaid,0
51.0,male,67614,49.0,0,18,Prepaid,0
65.0,male,48800,9.0,6,33,Postpaid,0
21.0,male,73560,70.0,2,12,Prepaid,0
75.0,female,28367,21.0,1,30,Postpaid,0
40.0,female,37193,14.0,1,51,Prepaid,0
48.0,male,96496,53.0,1,47,Prepaid,1
56.0,female,34821,78.0,9,53,Prepaid,0
57.0,female,74768,26.0,6,51,Postpaid,0
19.0,female,93725,62.0,8,20,Prepaid,1
71.0,male,63369,2.0,6,43,Prepaid,0
56.0,male,36790,19.0,5,22,Prepaid,0
79.0,male,86398,75.0,2,58,Prepaid,0
47.0,male,84361,2.0,9,11,Postpaid,0
56.0,male,58948,36.0,8,16,Postpaid,0
45.0,male,20342,51.0,5,56,Prepaid,0
73.0,male,49732,7.0,1,15,Postpaid,0
69.0,female,48847,97.0,7,37,Postpaid,0
74.0,female,27050,51.0,3,18,Prepaid,0
49.0,female,46190,34.0,2,17,Postpaid,1
67.0,male,23805,97.0,7,40,Postpaid,0
40.0,female,72330,56.0,8,47,Postpaid,0
46.0,female,48877,68.0,6,14,Postpaid,1
65.0,female,75749,9.0,0,58,Prepaid,0
23.0,female,51037,16.0,6,6,Prepaid,0
62.0,female,74242,5.0,9,6,Postpaid,1
18.0,female,75998,51.0,6,58,Prepaid,0
54.0,female,24419,83.0,2,4,Prepaid,0
47.0,female,49787,90.0,6,19,Prepaid,0
47.0,female,77497,57.0,2,8,Postpaid,0
48.0,female,63384,6.0,8,14,Postpaid,1
48.0,male,29949,62.0,8,5,Prepaid,1
43.0,female,84926,64.0,5,22,Postpaid,0
45.0,male,27990,60.0,1,18,Prepaid,0
53.0,female,99400,72.0,4,10,Prepaid,0
65.0,female,73616,56.0,1,43,Postpaid,1
52.0,female,39027,70.0,7,3,Postpaid,0
57.0,male,27510,49.0,6,28,Prepaid,0
69.0,female,91175,15.0,2,19,Postpaid,0
79.0,male,57114,8.0,8,39,Postpaid,0
24.0,male,82544,90.0,7,20,Prepaid,0
62.0,male,84851,44.0,9,28,Prepaid,1
31.0,female,16120,32.0,2,48,Postpaid,0
30.0,male,71540,30.0,1,9,Prepaid,0
67.0,male,40074,6.0,4,26,Postpaid,0
22.0,female,91694,94.0,2,34,Postpaid,0
70.0,female,29713,9.0,7,44,Prepaid,1
65.0,male,13017,22.0,4,32,Postpaid,0
79.0,female,69794,46.0,6,44,Postpaid,0
59.0,male,59681,36.0,1,47,Postpaid,0
72.0,female,59976,4.0,0,47,Prepaid,0
25.0,male,33697,33.0,9,37,Postpaid,0
73.0,female,54536,78.0,4,55,Prepaid,0
27.0,female,96779,25.0,1,2,Postpaid,0
37.0,female,78720,86.0,8,30,Prepaid,0
25.0,female,98639,36.0,1,48,Postpaid,0
42.0,female,39997,2.0,9,7,Prepaid,1
64.0,male,88318,11.0,3,49,Postpaid,0
34.0,male,44447,81.0,4,3,Postpaid,0
68.0,male,94209,41.0,2,47,Prepaid,0
55.0,male,87907,98.0,0,12,Prepaid,1
56.0,female,24817,79.0,4,40,Postpaid,0
76.0,male,97498,4.0,3,49,Prepaid,0
44.0,female,64663,31.0,4,49,Prepaid,0
39.0,male,79872,72.0,4,34,Postpaid,0
79.0,male,62112,7.0,6,54,Postpaid,0
52.0,female,29536,99.0,0,9,Prepaid,0
56.0,female,98627,17.0,3,14,Postpaid,0
36.0,female,20138,79.0,8,8,Prepaid,1
31.0,male,82807,84.0,9,43,Prepaid,0
28.0,female,28828,51.0,5,53,Prepaid,1
31.0,female,80709,80.0,3,55,Prepaid,0
30.0,male,48048,88.0,4,31,Postpaid,0
64.0,female,31285,73.0,7,8,Prepaid,1
21.0,female,31302,71.0,3,11,Prepaid,1
57.0,male,38762,39.0,9,37,Postpaid,1
76.0,male,91093,29.0,0,53,Prepaid,0
65.0,male,79243,86.0,6,59,Postpaid,0
42.0,female,70365,23.0,5,43,Postpaid,0
21.0,female,66684,42.0,4,52,Prepaid,1
69.0,female,47505,51.0,4,29,Prepaid,0
18.0,female,91134,39.0,1,12,Prepaid,0
60.0,male,34643,37.0,3,28,Postpaid,1
59.0,female,94863,60.0,3,6,Prepaid,1
29.0,male,44259,33.0,6,40,Postpaid,0
63.0,female,40729,98.0,5,20,Prepaid,0
28.0,male,52844,18.0,4,20,Postpaid,0
31.0,male,77369,39.0,5,1,Postpaid,0
68.0,male,74244,84.0,5,59,Prepaid,0
78.0,male,79004,48.0,0,26,Prepaid,0
34.0,male,18040,70.0,8,47,Postpaid,0
75.0,female,24495,65.0,8,31,Prepaid,0
74.0,male,86394,33.0,3,38,Prepaid,0
65.0,female,98277,74.0,7,28,Prepaid,1
26.0,male,21480,24.0,3,41,Prepaid,0
36.0,female,91372,75.0,0,12,Postpaid,0
60.0,male,33620,13.0,8,59,Postpaid,1
79.0,male,98136,69.0,2,26,Prepaid,0
68.0,male,99423,12.0,3,1,Prepaid,1
44.0,female,67320,87.0,5,57,Prepaid,0
32.0,female,27118,62.0,4,2,Prepaid,0
77.0,male,80942,5.0,2,28,Postpaid,1
35.0,male,19102,11.0,8,47,Postpaid,0
39.0,female,40082,19.0,3,22,Prepaid,1
77.0,female,67456,96.0,5,13,Prepaid,0
52.0,male,16082,59.0,6,15,Prepaid,1
34.0,male,45381,28.0,9,41,Prepaid,1
18.0,female,81748,28.0,4,34,Prepaid,0
44.0,male,18265,3.0,4,30,Prepaid,0
79.0,male,43009,21.0,9,31,Postpaid,1
44.0,male,10336,85.0,4,19,Prepaid,0
61.0,male,69242,60.0,2,56,Prepaid,0
33.0,female,17124,37.0,0,14,Postpaid,0
66.0,male,35287,3.0,3,50,Prepaid,0
66.0,male,57046,34.0,1,46,Postpaid,0
55.0,male,29306,38.0,3,1,Prepaid,0
65.0,female,30780,12.0,5,11,Prepaid,0
53.0,male,85140,61.0,5,33,Postpaid,0
41.0,male,79979,66.0,1,10,Prepaid,0
63.0,male,17272,99.0,4,51,Postpaid,0
69.0,female,87175,36.0,4,27,Prepaid,0
70.0,female,52136,28.0,0,50,Postpaid,0
31.0,male,23034,82.0,2,8,Prepaid,0
59.0,male,91602,35.0,7,2,Prepaid,0
18.0,male,40331,63.0,0,38,Prepaid,0
53.0,male,39313,74.0,3,48,Prepaid,0
53.0,female,23191,88.0,4,59,Postpaid,0
40.0,female,89765,32.0,1,47,Prepaid,0
79.0,male,35802,62.0,6,45,Prepaid,1
72.0,male,63315,13.0,7,4,Prepaid,1
20.0,male,31528,78.0,3,36,Postpaid,0
30.0,female,90594,5.0,2,43,Postpaid,0
30.0,female,80817,69.0,7,24,Prepaid,1
73.0,male,55272,21.0,2,59,Prepaid,0
50.0,male,41093,46.0,1,59,Prepaid,0
63.0,male,68955,8.0,0,51,Prepaid,0
68.0,male,54600,69.0,0,52,Prepaid,0
65.0,male,94683,48.0,8,34,Prepaid,1
23.0,male,70650,66.0,9,49,Prepaid,0
26.0,female,12446,35.0,5,5,Postpaid,1
42.0,male,84003,1.0,9,14,Postpaid,1
38.0,male,27355,58.0,7,40,Postpaid,0
64.0,female,37108,70.0,4,8,Postpaid,0
27.0,female,49244,66.0,7,48,Postpaid,0
41.0,female,28829,26.0,4,11,Postpaid,1
32.0,female,94808,71.0,9,21,Postpaid,0
29.0,female,98060,54.0,8,16,Prepaid,1
28.0,male,24012,21.0,8,32,Prepaid,1
30.0,male,38813,12.0,5,5,Prepaid,0
52.0,male,43367,33.0,5,48,Postpaid,0
43.0,female,70396,3.0,1,53,Postpaid,0
44.0,female,63799,71.0,6,45,Prepaid,0
47.0,female,71005,2.0,1,11,Postpaid,0
63.0,female,12793,5.0,5,18,Prepaid,0
71.0,male,56262,16.0,1,14,Prepaid,0
50.0,female,28982,33.0,4,36,Postpaid,0
57.0,female,30560,2.0,7,53,Prepaid,1
63.0,female,79722,63.0,3,52,Prepaid,0
60.0,female,22731,14.0,6,57,Prepaid,0
26.0,male,12833,80.0,2,41,Prepaid,0
78.0,female,53831,56.0,2,14,Prepaid,0
28.0,male,76221,9.0,1,24,Postpaid,0
43.0,male,55983,40.0,1,18,Postpaid,0
58.0,male,24520,14.0,3,4,Prepaid,0
43.0,male,79603,98.0,1,48,Prepaid,0
33.0,female,44354,59.0,8,35,Postpaid,0
75.0,female,73885,81.0,7,58,Postpaid,0
22.0,male,28185,38.0,2,50,Postpaid,0
33.0,female,92083,15.0,8,39,Postpaid,1
79.0,male,35520,24.0,3,3,Prepaid,0
63.0,male,97377,42.0,5,27,Postpaid,0
23.0,female,43953,77.0,6,29,Postpaid,0
64.0,male,75506,43.0,7,40,Prepaid,1
78.0,female,55185,92.0,0,34,Postpaid,0
24.0,female,16886,36.0,2,47,Postpaid,0
43.0,female,18844,24.0,3,2,Prepaid,0
47.0,male,46460,50.0,5,7,Postpaid,0
26.0,female,27372,12.0,8,57,Prepaid,1
30.0,male,64792,67.0,4,26,Prepaid,0
28.0,female,22415,10.0,4,49,Prepaid,0
29.0,female,63117,64.0,0,51,Postpaid,0
43.0,male,28436,38.0,5,8,Prepaid,0
46.0,male,26329,36.0,4,42,Prepaid,0
32.0,male,43035,61.0,6,11,Postpaid,1
35.0,male,62465,70.0,8,10,Prepaid,0
29.0,male,45952,92.0,5,15,Prepaid,1
67.0,male,41471,29.0,0,45,Postpaid,0
31.0,female,40620,81.0,8,6,Prepaid,1
74.0,female,40503,83.0,4,40,Postpaid,0
51.0,male,46333,99.0,4,23,Prepaid,0
67.0,male,85060,96.0,8,16,Postpaid,1
57.0,female,62018,79.0,5,15,Prepaid,1
34.0,female,47973,30.0,7,21,Prepaid,1
55.0,female,77458,69.0,8,21,Prepaid,1
34.0,female,57465,78.0,4,19,Postpaid,1
25.0,female,95413,29.0,9,31,Postpaid,0
33.0,female,60658,81.0,1,59,Postpaid,0
35.0,female,29440,70.0,8,27,Postpaid,0
26.0,female,60669,49.0,8,11,Prepaid,1
19.0,male,79623,86.0,0,37,Prepaid,0
76.0,female,29180,9.0,1,49,Postpaid,0
49.0,female,28197,68.0,0,36,Prepaid,0
42.0,male,63950,78.0,2,32,Prepaid,0
75.0,male,89603,4.0,9,40,Postpaid,0
31.0,female,40116,41.0,1,52,Prepaid,0
42.0,female,55615,52.0,0,5,Postpaid,0
70.0,female,68951,21.0,4,58,Postpaid,0
57.0,female,69716,88.0,3,53,Postpaid,0
42.0,female,23112,63.0,6,57,Prepaid,1
33.0,male,45568,28.0,6,30,Postpaid,1
20.0,male,99470,44.0,8,51,Prepaid,0
